Total Ticket Price,Ticket Price Variance to Meal Deal Earnings,Total Meal Deal Earnings,Total Excess,TicketID,MemberID
17,5.33,10,1.67,125668,0
16,1.17,10,4.83,300844,997905
6.5,1.5,5,0,112294,0
16,1,10,5,315745,0
12,0,5,7,302544,0
8.5,-0.5,5,4,206751,0
18.5,1,10,7.5,116993,0
8,3,5,0,212075,0
17,-13,5,25,314472,0
20,-1.33,5,16.33,312592,0
22,-8.17,5,25.17,203236,999726
14.5,1.21,5,8.29,102849,0
16,-6.5,5,17.5,326019,0
17.5,-0.38,5,12.88,209902,0
33.5,-7.08,5,35.58,228317,0
9,1,5,3,215732,0
18.5,2.5,10,6,218562,0
12.5,-0.5,5,8,225957,0
17.5,-1.25,10,8.75,123363,0
23,-7.33,5,25.33,214862,0
26.5,2.12,20,4.38,203123,0
11,2,5,4,211596,992479
20.5,-3,5,18.5,209297,0
29.5,2.83,20,6.67,121741,0
17,2.33,10,4.67,319163,997123
13,1.67,5,6.33,229998,0
11.5,-2,5,8.5,205154,0
12,2,10,0,107223,0
18,2,5,11,125977,0
9,2.5,5,1.5,204686,0
12.5,0.5,5,7,311175,997056
18.5,1.1,5,12.4,222932,0
20,-2,5,17,226392,0
19,1.17,10,7.83,318054,0
38,-5.5,15,28.5,208024,0
29.5,2.4,20,7.1,130709,0
34,-7.5,15,26.5,111833,0
20,-1.5,5,16.5,227002,0
21,-2,10,13,222262,0
11,1,5,5,204140,0
26.5,1.5,15,10,219301,0
15,1.75,5,8.25,316798,0
20.5,1.92,10,8.58,300085,0
27,-3.33,10,20.33,217565,0
16,0.46,5,10.54,315018,0
17.5,-6.17,5,18.67,127429,992572
6,-0.5,5,1.5,100178,0
33,-1.8,15,19.8,314613,0
15.5,-6.5,5,17,228797,0
34,-3.38,20,17.38,331265,991484
24.5,-3,10,17.5,318203,0
24.5,4.83,15,4.67,119400,0
19,0.5,15,3.5,225848,0
13.5,1.5,5,7,327068,0
19.5,-1.6,5,16.1,109362,0
15,0,5,10,313463,0
18,-4,5,17,104484,0
13.5,1.5,5,7,220056,990330
14,-3,5,12,203665,0
24,-1.5,5,20.5,301211,990450
30.5,-8.64,10,29.14,118807,0
11.5,1.75,5,4.75,208836,998664
15.5,3,10,2.5,318470,0
8,1.5,5,1.5,124803,0
24.5,-3.67,10,18.17,331001,0
19,1.8,10,7.2,304931,0
15,-1,5,11,303306,998895
11,0,5,6,221899,0
14,4,10,0,207249,997117
16.5,1.33,10,5.17,127986,0
19.5,-0.5,5,15,215593,0
18,1.83,10,6.17,319637,0
26,-6.67,10,22.67,311567,0
5.5,0.5,5,0,303582,0
18.5,1.3,10,7.2,327651,0
38,-9.2,10,37.2,107271,0
16,-2,5,13,314808,0
14,2.33,10,1.67,218733,0
15,-1,10,6,102247,0
11.5,0.5,5,6,203964,994378
17.5,2.5,15,0,205517,0
21.5,0.04,10,11.46,223361,0
18,-0.75,5,13.75,315569,0
8.5,0.25,5,3.25,118727,998534
6.5,0.5,5,1,315335,0
11,2,5,4,325715,0
18.5,3.25,10,5.25,311869,0
20,3.67,10,6.33,311362,0
18.5,-3.5,5,17,208200,0
20,-1,5,16,227442,0
6,-0.5,5,1.5,330569,0
18.5,1.58,5,11.92,122098,997698
13.5,0.83,5,7.67,220522,0
11.5,1.25,5,5.25,324436,0
16.5,0.67,5,10.83,130885,0
21,2.3,10,8.7,307296,0
18,4.5,10,3.5,109698,0
9,0,5,4,325590,0
26.5,-11.75,5,33.25,116945,0
14.5,3.17,10,1.33,100762,0
31.5,1.5,20,10,208695,0
22,-2,10,14,227853,0
33.5,-13.5,5,42,128884,991629
18,2,10,6,121437,0
38,-2.67,15,25.67,211257,0
15.5,0.83,10,4.67,223297,997426
11,1.5,5,4.5,103022,0
13,3,10,0,220949,0
24.5,-3,5,22.5,125259,0
15,1.75,5,8.25,309528,0
31.5,-4.25,10,25.75,201805,0
10.5,2,5,3.5,320590,0
21.5,3.1,10,8.4,125170,990897
8,1.5,5,1.5,218990,997974
11.5,-2.5,5,9,212143,0
19,0.33,5,13.67,312788,0
12,0.5,5,6.5,214517,0
17.5,-3.5,5,16,302955,0
11.5,1.5,5,5,203191,0
23.5,0.5,15,8,219001,0
23.5,-1.33,5,19.83,203720,0
17.5,-3.5,5,16,327610,0
33,-2,10,25,127915,0
6,1,5,0,218107,0
34.5,-6,10,30.5,318659,990314
28.5,1.08,15,12.42,104962,0
15,3,10,2,115775,0
13.5,1.67,5,6.83,106604,0
6.5,0.5,5,1,307979,0
14,0.67,5,8.33,309129,0
16.5,0.63,10,5.87,300563,0
12,-1.25,5,8.25,110751,0
20.5,-3,5,18.5,227645,998904
17.5,0.83,10,6.67,112332,0
27,-7.1,5,29.1,315857,993207
7,0,5,2,213926,0
9.5,1.5,5,3,217941,0
23,-16.67,5,34.67,300226,0
19,1,10,8,118678,0
20.5,0.5,10,10,123273,0
10,1,5,4,310879,0
8.5,-1.25,5,4.75,211969,0
9,-1.5,5,5.5,206960,0
21,-1.5,5,17.5,123997,998765
15.5,1.12,5,9.38,219218,0
8,1.5,5,1.5,127246,991676
7.5,0.5,5,2,328587,0
13.5,0.83,10,2.67,226354,0
13.5,1.83,10,1.67,309981,0
27,-6.5,5,28.5,104278,0
12,-2,5,9,325228,0
11,0,5,6,304555,0
11.5,-0.75,5,7.25,329868,0
12,0.5,5,6.5,216668,0
15,0,5,10,117638,995787
8.5,1.25,5,2.25,223547,0
32.5,1.25,20,11.25,204063,993898
30.5,2.83,10,17.67,229027,996895
7,0.5,5,1.5,124025,996776
16,-3.5,10,9.5,110641,0
34.5,-0.4,20,14.9,122472,993040
19.5,1.4,5,13.1,108095,0
15.5,2.17,10,3.33,105648,995433
11,0,5,6,312698,0
18,2.5,5,10.5,108986,0
18.5,-2,10,10.5,204772,0
14.5,-0.5,5,10,323729,0
20.5,-3.5,5,19,125698,0
24,-2.17,15,11.17,318336,0
13.5,-0.75,5,9.25,217254,0
20.5,-3,10,13.5,119552,999233
10.5,0.58,5,4.92,129303,992945
18,1.3,10,6.7,106830,0
22,0.75,10,11.25,126463,0
20.5,2.27,10,8.23,130002,992460
15,0,5,10,224683,996129
30,-16.07,5,41.07,325023,0
20.5,2.5,10,8,223944,0
13.5,2.17,10,1.33,304167,0
10,0,5,5,102225,0
14,1,5,8,225596,0
25,-1.33,10,16.33,331138,0
10.5,1.08,5,4.42,121451,0
37.5,-11.17,10,38.67,120302,0
18.5,2.17,10,6.33,303269,0
32,2,20,10,125309,0
19,-3.5,5,17.5,204392,0
13.5,1,5,7.5,315260,991943
22.5,-4,10,16.5,202861,999999
20.5,3.08,10,7.42,117400,0
22,-0.21,10,12.21,302665,0
22,-3.5,5,20.5,300366,0
17.5,2,10,5.5,313612,0
26,-8.33,5,29.33,104111,996605
16.5,-4,10,10.5,101331,0
12,0.67,10,1.33,316421,0
13.5,-2,5,10.5,217040,0
14.5,0.5,5,9,116816,991320
12.5,2.5,10,0,320900,996133
28,5.1,20,2.9,217817,0
11.5,1.25,5,5.25,210570,0
23.5,4.5,15,4,128116,0
12,0.5,5,6.5,325600,0
16.5,-1.5,5,13,303094,993189
25,-5.42,5,25.42,130033,0
19,1,10,8,308436,0
15.5,0.5,15,0,219423,994461
9.5,1.5,5,3,125845,0
22.5,-10.25,10,22.75,212837,0
17.5,-0.38,5,12.88,310214,0
30.5,-9.63,15,25.13,110890,0
16.5,-2.67,5,14.17,123920,0
18,2.67,10,5.33,106117,994586
28.5,0.17,15,13.33,113197,0
45,-5.1,20,30.1,129894,0
21,-10.07,5,26.07,313755,0
39.5,-8,20,27.5,305482,0
30.5,-8.1,5,33.6,227539,0
6.5,0,5,1.5,120963,0
6.5,1.5,5,0,322691,0
20,-8.75,5,23.75,300966,0
7.5,-0.17,5,2.67,329234,0
19.5,-1,5,15.5,301091,0
21,3.67,15,2.33,118002,0
22,-3,10,15,230175,0
9.5,0.25,5,4.25,214080,0
18,2.75,10,5.25,303457,997886
13,0,5,8,203904,0
41,-13.5,10,44.5,221528,0
11.5,1.75,5,4.75,212250,0
9,1.33,5,2.67,117886,995440
22.5,-17.83,5,35.33,323641,996169
10.5,0.5,10,0,223141,0
15,-3,5,13,208361,0
12.5,1.17,10,1.33,303154,0
11.5,1.5,5,5,107430,0
16,-8,5,19,301914,990481
13,-6,5,14,201477,0
10.5,-0.5,5,6,300505,0
17.5,1,10,6.5,220084,0
23.5,2,15,6.5,124050,0
21.5,2.5,10,9,116978,0
19.5,0.92,10,8.58,100793,0
32.5,2.5,20,10,120708,0
17.5,2.5,15,0,111441,993634
20,1.17,10,8.83,207766,0
16,-2.33,5,13.33,320388,0
9,2.5,5,1.5,121470,0
13.5,-1,5,9.5,115082,0
11.5,-0.75,5,7.25,224586,998939
7,0.25,5,1.75,307267,0
14.5,-0.5,5,10,101318,0
22.5,-4.3,10,16.8,204413,0
18.5,1.9,5,11.6,226134,0
11.5,1.5,5,5,315538,0
9,1,5,3,202106,0
12,0,5,7,201208,0
18,-4,5,17,100188,999387
16,0.58,10,5.42,223394,0
18.5,-1.25,5,14.75,120315,0
13.5,0.5,5,8,211226,0
18.5,2.5,10,6,100494,992884
18.5,1.54,5,11.96,212376,0
12,1.4,5,5.6,119166,993256
12,-1.67,5,8.67,318824,0
19,2.5,15,1.5,311838,0
6,1,5,0,323772,994294
8,1.5,5,1.5,129435,0
29,-10.33,5,34.33,300836,0
22.5,-1.17,10,13.67,111793,998427
16.5,1.25,10,5.25,114367,991920
24.5,0,15,9.5,104285,0
25.5,-5.38,5,25.88,125261,992918
21,-1.5,5,17.5,211703,0
13,0,5,8,328331,996913
9,1,5,3,319109,0
22,0,10,12,316287,0
21.5,-1,5,17.5,118242,0
21,-4,10,15,105562,0
20,2.17,10,7.83,228139,998068
15.5,2.17,10,3.33,225988,0
12,1.67,5,5.33,103391,0
11.5,1.42,5,5.08,203026,0
17,2.33,10,4.67,206209,0
12.5,-0.75,5,8.25,122734,0
17.5,-1,5,13.5,308563,0
19.5,-0.13,5,14.63,113469,0
12,0.33,5,6.67,110430,996050
16,-1,5,12,303054,0
25.5,-11.42,5,31.92,115303,0
16.5,-1.5,5,13,212597,0
8,1.5,5,1.5,111173,0
8,1.5,5,1.5,127345,0
6,-0.5,5,1.5,125178,0
25,-7.29,10,22.29,201237,0
13,2.5,5,5.5,125573,0
29.5,-13.75,5,38.25,221256,0
16,-0.4,10,6.4,301900,0
17,2.5,10,4.5,107595,0
17,-0.63,5,12.63,221763,992842
19,2,10,7,102816,0
13,2,5,6,109875,0
10.5,1.75,5,3.75,229903,0
18,-0.63,5,13.63,210290,0
28,-0.33,5,23.33,116324,998961
31,-3.5,10,24.5,320022,0
18.5,-9.5,5,23,120342,0
13,1.83,5,6.17,222410,0
17,2,10,5,323738,0
14.5,2,10,2.5,226886,0
20,1.5,5,13.5,324325,0
13,0,5,8,200661,0
13,-1,5,9,203032,999716
22,-17.67,5,34.67,306193,0
47,-33.6,5,75.6,208463,0
12.5,0.5,5,7,312804,996751
18,0,15,3,129216,0
23,-1,5,19,309344,0
10,1.67,5,3.33,103915,0
19.5,1.7,10,7.8,300442,991496
19,-2,5,16,206647,0
19,3.17,10,5.83,309287,993177
17,-0.67,5,12.67,219280,0
23.5,0.37,10,13.13,319766,991460
28.5,1.12,20,7.38,102008,992679
9.5,1.5,5,3,228744,0
30,-16.5,5,41.5,218474,0
16,-2,5,13,214425,0
10.5,0.58,5,4.92,227594,0
20.5,-7.5,10,18,113652,0
11,0,5,6,315849,0
13,0.33,5,7.67,224224,994255
5.5,0.5,5,0,309791,0
38.5,-14.6,10,43.1,319648,0
17,0.6,5,11.4,226544,0
13,0.58,5,7.42,331443,0
20.5,-0.13,5,15.63,204582,0
18,0.33,10,7.67,310498,0
11.5,-5.5,5,12,300671,0
24,-7.96,10,21.96,119968,0
18,-3,5,16,113035,0
21.5,-3.3,10,14.8,110469,0
24,-4.8,10,18.8,201436,0
6,1,5,0,312760,0
16,2,10,4,111729,0
21,3.33,15,2.67,329140,0
15.5,-0.5,5,11,229367,0
14.5,2.83,10,1.67,118612,0
14.5,-0.5,5,10,121178,0
30,-11.23,5,36.23,220178,0
10.5,1,5,4.5,100472,999188
23.5,-3,5,21.5,215014,0
9,-2,5,6,207565,0
13.5,3.5,10,0,216734,0
17,0.5,10,6.5,123700,0
13,0,5,8,212668,0
22,-6.33,5,23.33,221313,0
18.5,2.67,10,5.83,316747,0
20,-2.5,10,12.5,129727,0
27.5,-1.29,10,18.79,106549,999277
13.5,-9.5,5,18,222844,0
8.5,-1.5,5,5,223119,0
32,-5.87,15,22.87,315973,0
14,-2,5,11,201040,0
19.5,-0.38,5,14.88,202669,0
26,-15,10,31,300531,0
17,2.67,5,9.33,123962,0
15,0.5,10,4.5,314675,0
36,-2.65,20,18.65,224307,990777
18.5,1.12,5,12.38,301065,0
8.5,1.25,5,2.25,223861,0
35,-0.67,15,20.67,120147,0
20.5,2.4,10,8.1,224392,0
15,-4,5,14,209992,0
17,-4.5,5,16.5,327877,0
17,0,10,7,101779,0
9,2,5,2,221965,0
20,1.65,5,13.35,202194,0
10,0,5,5,114309,0
24.5,-21.5,10,36,311074,999183
14.5,-1,5,10.5,323728,998086
39.5,-10.58,10,40.08,227974,0
16.5,3.75,10,2.75,203946,0
22,-3.67,10,15.67,320300,0
20.5,1.62,5,13.88,330309,998683
16.5,-0.17,10,6.67,319740,991538
19,0,5,14,307650,994350
7.5,1,5,1.5,107736,994106
12,3,5,4,103618,994208
20.5,2.67,10,7.83,304869,0
23.5,-2.5,10,16,114978,0
14,2.33,10,1.67,315450,0
15.5,0.08,10,5.42,330173,0
33.5,-0.63,20,14.13,228475,0
20.5,0.33,10,10.17,107486,999092
17.5,-0.17,5,12.67,127051,0
18.5,2.75,10,5.75,204501,0
12,-2,5,9,303719,0
15,-7.75,5,17.75,105996,0
25,2.37,20,2.63,226148,990043
13,1.83,5,6.17,126033,0
13,-0.75,5,8.75,205682,993850
14,0.5,10,3.5,208080,0
27.5,2.92,15,9.58,109369,999039
14,-2.25,5,11.25,103691,0
14.5,2,10,2.5,212572,0
8,1.5,5,1.5,119872,0
11,-2,5,8,110611,0
25.5,2.25,15,8.25,224106,992343
21,-3,5,19,106080,997692
20,-7.25,5,22.25,316268,999844
10,0,5,5,329902,0
10,-2,5,7,224667,0
17,1.75,10,5.25,125612,0
31.5,-10.1,5,36.6,103221,999091
14.5,0,5,9.5,118219,0
26.5,3.17,15,8.33,101504,0
22,0.75,10,11.25,306417,0
18,1.83,5,11.17,325198,0
9.5,-1.5,5,6,307704,0
13,-1,5,9,313127,0
37.5,-2.88,20,20.38,129056,0
13,-8,5,16,115278,0
16,1.5,10,4.5,226029,0
18,1,10,7,108952,0
15,-5.5,5,15.5,314975,0
22,0.5,15,6.5,316246,0
24,-0.58,5,19.58,305267,0
11.5,-0.5,5,7,122168,0
20,-3.5,5,18.5,217470,0
12.5,1.17,5,6.33,208601,0
17.5,-3,5,15.5,203570,0
13,1.5,5,6.5,304639,0
19.5,1.27,10,8.23,119403,998013
15.5,1.3,10,4.2,217857,0
11.5,-1.5,5,8,302993,0
21,-4,5,20,212522,0
9,1.33,5,2.67,304033,994356
23.5,-7,5,25.5,316192,0
17.5,0.92,10,6.58,308209,0
21.5,-2,10,13.5,305157,0
32.5,-2,15,19.5,114656,0
19,-2,5,16,317479,0
30.5,-11.33,5,36.83,313556,0
30,-8.63,10,28.63,320692,0
14,1.5,10,2.5,220292,0
20,-3,5,18,211624,0
15,-2,5,12,218735,992207
16,3.5,10,2.5,211578,993939
16.5,-0.38,5,11.88,309205,994140
20,3.67,10,6.33,110129,999630
5.5,0.5,5,0,230573,0
12.5,-0.25,5,7.75,130715,990564
27.5,-1.17,15,13.67,202440,0
23.5,-4.83,10,18.33,205603,0
11.5,0.25,5,6.25,117055,0
19,0,10,9,126279,991487
15,1,5,9,105208,0
30,-2.4,10,22.4,331301,0
31,-3.42,10,24.42,327488,0
24,-1.33,5,20.33,119862,0
9,2.5,5,1.5,229639,994897
13,0,5,8,324282,0
13.5,1.5,5,7,120393,0
18.5,0.25,10,8.25,328475,992759
15,1.25,10,3.75,226948,0
36,-14.1,10,40.1,126644,995857
13.5,-3,5,11.5,101908,0
20.5,-4.5,10,15,225798,0
18,4.33,10,3.67,109324,0
18.5,-0.33,10,8.83,217571,0
25,1,10,14,311601,0
19,-1.33,5,15.33,211018,0
19,-3,5,17,329664,0
15,1.37,5,8.63,207931,0
16.5,-1.5,10,8,221941,0
17,-3.67,5,15.67,116263,0
23.5,-3,5,21.5,102754,0
16.5,-1.5,10,8,117725,0
9.5,0,5,4.5,117154,0
11.5,1.42,5,5.08,322003,0
18.5,-1,10,9.5,110502,997463
15.5,-1.25,5,11.75,329797,0
17,1.5,5,10.5,301966,0
11,1.5,5,4.5,309884,992015
14,1.58,5,7.42,329151,0
35,-11,10,36,118048,0
14,1.75,5,7.25,328514,0
11.5,-0.25,5,6.75,127948,0
21,-0.25,10,11.25,203695,0
29,0.75,15,13.25,229554,0
30,-2.25,15,17.25,206147,0
8,0,5,3,105624,0
19.5,2.58,10,6.92,126138,0
16.5,-0.17,5,11.67,213871,0
22,3,15,4,203216,0
23.5,-0.33,10,13.83,222839,0
26,-5.55,5,26.55,122796,0
10,2,5,3,300660,0
31,4.37,20,6.63,104351,0
14.5,-0.17,5,9.67,221322,0
29,-7.75,5,31.75,304482,0
19,1,10,8,227585,0
8,1.5,5,1.5,207558,0
12,2,10,0,115365,0
15.5,1,10,4.5,318368,993175
16,0,5,11,215575,0
21.5,-0.38,5,16.88,119382,0
14,0,5,9,205265,991977
11,0,5,6,124861,0
16,0,10,6,102447,0
23.5,4.22,15,4.28,314235,0
31.5,-7.83,10,29.33,205555,0
12.5,1.83,5,5.67,115688,0
9.5,0.75,5,3.75,106410,0
18.5,-5,10,13.5,101339,0
20.5,3.25,15,2.25,226151,996012
15,-4,10,9,102233,0
9,0,5,4,312961,0
9.5,-0.5,5,5,317042,0
21.5,1.43,5,15.07,227273,0
15.5,0.62,5,9.88,222136,0
16.5,3.17,10,3.33,120860,0
17.5,4.17,10,3.33,203807,0
12,1.08,5,5.92,305135,993353
28,-3.5,10,21.5,200339,0
20.5,1.17,15,4.33,120490,994447
32,-9.75,10,31.75,115264,995948
13.5,-1.83,5,10.33,213085,0
15,-2,5,12,315385,0
24,-3.5,10,17.5,322273,0
20,0.83,10,9.17,123506,0
21,-4,10,15,223936,0
23,3.83,15,4.17,211832,0
13,0.5,5,7.5,104791,0
16.5,0.17,10,6.33,329163,995728
16,2.25,5,8.75,116975,0
16.5,3.17,10,3.33,312574,0
21,0.67,10,10.33,122223,991480
18,3,10,5,217262,0
16.5,-4,10,10.5,211207,0
19,-3,10,12,322588,0
11.5,-2,5,8.5,227404,0
22,0.5,5,16.5,115989,0
7,2,5,0,101670,0
35,-6.5,10,31.5,130041,0
30,0.75,15,14.25,313564,995650
19.5,4.5,15,0,310692,0
21,0.25,5,15.75,111092,993692
8.5,0.5,5,3,307745,0
34.5,5.67,20,8.83,314758,0
15,-2.25,5,12.25,308444,0
16,2.25,5,8.75,122014,0
21,-0.75,10,11.75,220971,0
7.5,1,5,1.5,315803,0
9.5,0.75,5,3.75,319006,0
22.5,3,15,4.5,122250,0
11.5,0.5,5,6,216273,994005
21.5,-6.63,5,23.13,118896,0
27,-3.33,10,20.33,320141,0
16,2.33,5,8.67,118724,995327
10,1,5,4,103236,0
8.5,1.25,5,2.25,327556,0
23.5,-1.5,10,15,111651,0
20.5,1.8,10,8.7,105020,0
13,1.25,5,6.75,201843,0
20.5,-0.13,5,15.63,217530,0
9,1,5,3,127955,999768
36,-13.54,10,39.54,227181,999870
28.5,-4.75,10,23.25,301480,0
20.5,-9.5,5,25,114468,0
9,-0.17,5,4.17,319730,0
19,2.33,10,6.67,123161,0
26,-7,10,23,214964,0
15,-1,5,11,303545,0
16,-2,5,13,328036,0
22,1,10,11,107053,0
39,-12.1,15,36.1,126620,0
20.5,1.67,10,8.83,330339,0
10,3,5,2,130417,995912
18.5,-9,5,22.5,321930,0
13.5,1.5,5,7,321922,990451
15.5,-5.75,5,16.25,325882,995350
20,5,15,0,224212,0
12,2,10,0,230368,993438
23.5,-2,10,15.5,222766,0
15.5,1,10,4.5,324739,0
23,1.67,10,11.33,302039,0
28,-13.5,5,36.5,230036,0
15.5,0,5,10.5,224553,0
13.5,1.33,5,7.17,222289,0
9.5,0.75,5,3.75,322308,0
16.5,-0.17,5,11.67,319295,990961
33.5,-9.5,10,33,301718,991990
22.5,-1.83,5,19.33,314978,0
17.5,0.5,10,7,104652,0
9,2,5,2,226349,0
30,-4.88,15,19.88,306867,0
37.5,-8.25,10,35.75,210278,0
9.5,1.83,5,2.67,316822,0
34,-19.3,10,43.3,204164,0
20,0.87,5,14.13,324337,0
28,-1.67,10,19.67,213494,992044
31,-4.67,15,20.67,113449,0
6,-0.5,5,1.5,315507,990497
9,1,5,3,107615,0
12,-1.67,5,8.67,101565,0
31,-5.9,15,21.9,311783,0
18,2,5,11,314043,992977
8,0.25,5,2.75,215745,0
10,1.5,5,3.5,226898,0
32,-5.25,10,27.25,109863,0
10.5,1.25,5,4.25,321865,997141
15.5,1.5,5,9,303066,0
15.5,-1,5,11.5,219698,0
4,-1,5,0,123771,996806
13,-0.17,10,3.17,212252,996733
31.5,-5,15,21.5,219080,0
24,2.5,15,6.5,229915,0
8,-0.25,5,3.25,312656,992178
19,-3.5,5,17.5,328596,0
16,-3,5,14,221276,0
10,-0.67,5,5.67,320002,0
12,2,5,5,321797,0
25.5,-23.25,5,43.75,110424,0
19,-4.33,5,18.33,229162,0
14,4,10,0,127333,0
13,3,10,0,116465,0
15.5,1.5,10,4,301351,0
6.5,1.5,5,0,125585,0
26.5,0,15,11.5,320673,996732
20.5,-0.13,5,15.63,210713,0
16,-1.75,5,12.75,112339,0
21,-4,10,15,101324,0
12.5,-1.5,5,9,330286,994828
13.5,1,5,7.5,319985,0
20,2.8,10,7.2,217273,0
15,-1,5,11,127638,0
16,1.83,10,4.17,222546,0
13,1.83,5,6.17,310707,0
22.5,0.5,10,12,121460,0
13.5,1,5,7.5,107310,0
22.5,3.08,15,4.42,116605,0
15,-1,5,11,312982,0
14,1.5,5,7.5,326904,0
20,1.5,5,13.5,221648,0
19,3.17,10,5.83,125282,0
5.5,-1,5,1.5,227419,0
32.5,-0.2,15,17.7,111581,0
15,-2.5,5,12.5,202511,0
19,-6.33,10,15.33,204538,995855
39,-0.5,25,14.5,113317,0
21,-7.33,5,23.33,318818,0
9,1.33,5,2.67,326149,0
17.5,-1.75,5,14.25,307007,0
11.5,1.5,5,5,104768,0
19,0.25,5,13.75,227294,0
15.5,-1.5,5,12,121993,0
24.5,-3,10,17.5,308916,0
28.5,-8.9,10,27.4,205849,0
23.5,-12.33,10,25.83,205540,0
21,-7,5,23,301227,0
21.5,4.75,15,1.75,217039,0
13.5,0.17,10,3.33,331165,0
20.5,0,10,10.5,102456,0
7,2,5,0,130030,0
18,-1,5,14,216496,0
29.5,-5,10,24.5,327184,0
13,0.62,5,7.38,308771,0
11,-0.25,5,6.25,203362,0
26,1,10,15,131128,0
19,-0.4,5,14.4,322145,0
12.5,0.83,5,6.67,106950,0
17,-6,5,18,330845,997128
28,-6,10,24,112717,0
33.5,-1.83,15,20.33,205152,991446
13,1.67,5,6.33,116847,0
27.5,5.9,20,1.6,312446,0
15.5,1.87,5,8.63,322716,0
17.5,-4.5,10,12,120984,995930
11,1,5,5,315257,0
18,-11,5,24,105813,0
18.5,-2,5,15.5,302785,0
21.5,-3,5,19.5,129074,999377
17,-3,5,15,207800,995953
22.5,-7.5,5,25,327920,0
26.5,-3.5,10,20,201498,0
21,0.12,10,10.88,217681,0
14.5,-2.5,5,12,130436,0
21.5,-0.13,5,16.63,223295,0
8,1.5,5,1.5,214111,0
11,1.5,5,4.5,124528,0
20.5,5.5,15,0,314363,0
35.5,1.5,25,9,127489,0
23,-6.67,5,24.67,312078,997178
26.5,-0.25,5,21.75,216359,0
13.5,0,5,8.5,106282,0
13,1,5,7,113871,0
12,1.75,5,5.25,217134,0
11,-0.25,5,6.25,108347,0
16,2.25,5,8.75,313771,994057
10,1,5,4,210434,0
19,-2.1,5,16.1,307422,0
27.5,-11.8,5,34.3,221099,0
25.5,2.83,20,2.67,103455,992223
12.5,1.17,10,1.33,230701,990258
12.5,0.75,5,6.75,119707,0
13.5,1,10,2.5,127102,0
23,2.6,15,5.4,228720,997916
10.5,1,5,4.5,129286,997537
18.5,1.25,10,7.25,220628,0
16.5,-4,5,15.5,121571,0
10,2,5,3,100760,0
20.5,-2.38,5,17.88,325003,998047
18.5,1.17,10,7.33,308445,991026
9,1.33,5,2.67,224894,0
17.5,-3,5,15.5,222982,0
20.5,-3,10,13.5,328243,0
9.5,2.75,5,1.75,126900,0
13,-1.33,5,9.33,223996,0
15.5,2.33,10,3.17,302082,0
15,-0.5,10,5.5,214243,0
11,2,5,4,226698,0
17.5,-4,5,16.5,327340,0
25.5,3.5,15,7,204976,0
15,0,5,10,129466,0
11,1.5,5,4.5,110985,0
23,-1.63,10,14.63,208963,0
15,-1.5,5,11.5,130360,0
9.5,1.5,5,3,309530,0
12,0,5,7,301184,0
15.5,-3,5,13.5,324438,0
8.5,0.5,5,3,208693,0
25.5,-3.33,10,18.83,314183,0
33,-12.5,20,25.5,320133,994159
20,-1.75,5,16.75,221691,0
10,1.5,5,3.5,227701,998140
16,-2.17,5,13.17,320421,0
18.5,-0.17,5,13.67,320856,0
15,-2,5,12,220951,0
25,-6.42,5,26.42,321319,0
16.5,0.67,10,5.83,221825,994754
16,-3,5,14,130401,994872
8.5,0.83,5,2.67,220520,0
19.5,4.5,15,0,222585,0
43.5,9.4,30,4.1,304748,0
16.5,1.17,5,10.33,114188,0
40.5,-12.5,15,38,123470,0
20,-3.75,5,18.75,224047,998119
23.5,-11,5,29.5,322269,0
13.5,1.5,5,7,215886,998316
18.5,2.67,10,5.83,325035,0
21,-5.5,10,16.5,306964,0
18.5,2,5,11.5,216475,0
18.5,3,10,5.5,127170,0
26.5,-3,5,24.5,128425,998275
13.5,-0.25,5,8.75,310901,0
32,-6,10,28,113436,0
18,-2,5,15,225434,0
13,-11,5,19,123299,0
11.5,1.5,5,5,125011,993859
18.5,1.3,10,7.2,323771,0
41.5,-16.1,10,47.6,300264,0
13,3,10,0,314069,0
15,1,5,9,308111,0
17,-6,5,18,303996,0
27,-4,10,21,317529,0
16,-1,10,7,313514,0
19.5,-0.5,10,10,209361,0
13,-2,5,10,100362,0
14,1.12,5,7.88,327818,996740
23,-0.5,10,13.5,200779,0
24.5,-4.5,10,19,316379,993273
13,-2,5,10,127312,0
11.5,1.5,5,5,317990,0
8.5,0.17,5,3.33,111204,0
29,-0.25,15,14.25,115899,0
21.5,-0.5,10,12,315681,0
19.5,1.75,10,7.75,310637,999350
19,-2.5,5,16.5,313135,0
35.5,-6.83,15,27.33,313782,996550
21.5,3.83,15,2.67,321840,0
15,3.33,10,1.67,230252,990330
11.5,1.5,5,5,325190,0
21,4.12,15,1.88,221718,0
29.5,-6.38,15,20.88,210732,0
23,-3.5,10,16.5,207397,0
19,0.9,5,13.1,205661,0
20,-6.5,5,21.5,304513,0
27,-3.33,10,20.33,311866,993107
13.5,-0.5,5,9,321205,0
28.5,-9.83,10,28.33,212011,0
22.5,1.5,15,6,300695,0
14,-1,5,10,123025,991975
11.5,1.5,5,5,109551,0
8,1.5,5,1.5,324665,0
21,0,10,11,104316,0
17.5,-2,5,14.5,219655,0
16,0.5,5,10.5,105988,0
20,-0.6,5,15.6,229457,0
9.5,-1.5,5,6,200509,0
9.5,0.83,5,3.67,218935,991963
8.5,-2,5,5.5,124766,0
