ConcertID,Artist,Concert Date,Concert,Venue,Location
575,Ed Sheeran,6/25/2014,Glastonbury Festival 2014,Worthy Farm,"Pilton,"
577,Ed Sheeran,6/25/2014,Glastonbury Festival 2014,Worthy Farm,"Pilton,"
875,Ben Howard,6/24/2015,Glastonbury Festival 2015,Worthy Farm,"Pilton,"
876,Ben Howard,6/24/2015,Glastonbury Festival 2015,Worthy Farm,"Pilton,"
877,Ben Howard,6/24/2015,Glastonbury Festival 2015,Worthy Farm,"Pilton,"
878,Ben Howard,6/24/2015,Glastonbury Festival 2015,Worthy Farm,"Pilton,"
879,Ben Howard,6/24/2015,Glastonbury Festival 2015,Worthy Farm,"Pilton,"
880,Ben Howard,6/24/2015,Glastonbury Festival 2015,Worthy Farm,"Pilton,"
1692,Ben Howard,6/26/2013,Glastonbury Festival 2013,Worthy Farm,"Pilton,"
1693,Ben Howard,6/26/2013,Glastonbury Festival 2013,Worthy Farm,"Pilton,"
1694,Ben Howard,6/26/2013,Glastonbury Festival 2013,Worthy Farm,"Pilton,"
1695,Ben Howard,6/26/2013,Glastonbury Festival 2013,Worthy Farm,"Pilton,"
2088,Ed Sheeran,6/21/2017,Glastonbury Festival 2017,Worthy Farm,"Pilton,"
2089,Ed Sheeran,6/21/2017,Glastonbury Festival 2017,Worthy Farm,"Pilton,"
2090,Ed Sheeran,6/21/2017,Glastonbury Festival 2017,Worthy Farm,"Pilton,"
2091,Ed Sheeran,6/21/2017,Glastonbury Festival 2017,Worthy Farm,"Pilton,"
2093,Ed Sheeran,6/21/2017,Glastonbury Festival 2017,Worthy Farm,"Pilton,"
573,Ed Sheeran,6/29/2014,Glastonbury,Worthy Farm,"Pilton, England"
576,Ed Sheeran,6/25/2014,Glastonbury Festival 2014,Glastonbury Festival 2014,"Pilton, Somerset, UK"
1691,Ben Howard,6/28/2013,Glastonbury Festival,Worthy Farm,"Pilton, Somerset, UK"
2087,Ed Sheeran,6/22/2017,Glastonbury Festival of Contemporary Performing Arts 2017,Worthy Farm,"Pilton, Somerset, UK"
171,Ed Sheeran,9/29/2018,Ed Sheeran / Snow Patrol / Anne-Marie,PNC Park,"Pittsburgh, PA"
172,Ed Sheeran,9/29/2018,Ed Sheeran / Snow Patrol / Anne-Marie,PNC Park,"Pittsburgh, PA"
310,Ed Sheeran,5/15/2015,Ed Sheeran,CONSOL Energy Center,"Pittsburgh, PA"
314,Ed Sheeran,5/12/2015,Ed Sheeran,CONSOL Energy Center,"Pittsburgh, PA"
315,Ed Sheeran,5/12/2015,Ed Sheeran / Foy Vance / Ben Kweller,PPG Paints Arena,"Pittsburgh, PA"
788,Ed Sheeran,7/6/2013,Taylor Swift / Ed Sheeran,Heinz Field,"Pittsburgh, PA"
789,Ed Sheeran,7/6/2013,The Red Tour,Heinz Field,"Pittsburgh, PA"
1083,Ed Sheeran,1/28/2013,Ed Sheeran 2013 Tour,Stage AE,"Pittsburgh, PA"
1746,Ed Sheeran,9/26/2017,Ed Sheeran / James Blunt,PPG Paints Arena,"Pittsburgh, PA"
1747,Ed Sheeran,9/26/2017,Ed Sheeran / James Blunt,PPG Paints Arena,"Pittsburgh, PA"
1909,Ben Howard,8/10/2011,Relentless Boardmasters 2011,Unknown venue,"Plymouth,"
1910,Ben Howard,8/4/2010,Relentless Boardmasters 2010,Unknown venue,"Plymouth,"
1914,Ben Howard,8/7/2009,Relentless Boardmasters 2009,Unknown venue,"Plymouth,"
241,Ed Sheeran,6/20/2015,Ed Sheeran / Rixton,The Moda Center,"Portland, OR"
242,Ed Sheeran,6/20/2015,Ed Sheeran / Rixton,Moda Center at the Rose Quarter,"Portland, OR"
243,Ed Sheeran,6/20/2015,X (Multiply) Tour,Moda Center,"Portland, OR"
1160,Ed Sheeran,10/5/2012,You Oughta Know Tour 2012,Roseland Theater,"Portland, OR"
1964,Ed Sheeran,7/30/2017,Ed Sheeran / James Blunt,The Moda Center,"Portland, OR"
1965,Ed Sheeran,7/30/2017,Divide,Moda Center at the Rose Quarter,"Portland, OR"
1966,Ed Sheeran,7/30/2017,Ed Sheeran,Moda Center at the Rose Quarter,"Portland, OR"
1967,Ed Sheeran,7/30/2017,Ed Sheeran / James Blunt,The Moda Center,"Portland, OR"
1968,Ed Sheeran,7/30/2017,Divide Tour,Moda Center,"Portland, OR"
145,Ed Sheeran,2/17/2019,Ed Sheeran / Passenger,Arena do Gràmio,"Porto Alegre, RS"
1564,Ben Howard,8/15/2013,Green Man Festival 2013,Unknown venue,"Powys,"
1907,Ben Howard,8/19/2011,Green Man Festival 2011,Unknown venue,"Powys,"
287,Ed Sheeran,5/29/2015,Ed Sheeran,Forest Hills Stadium,"Queens, NY"
289,Ed Sheeran,5/29/2015,Ed Sheeran / Foy Vance,Forest Hills Stadium,"Queens, NY"
291,Ed Sheeran,5/29/2015,Ed Sheeran,Forest Hills Tennis Stadium,"Queens, NY"
293,Ed Sheeran,5/29/2015,x,Forest Hills Stadium,"Queens, NY"
294,Ed Sheeran,5/28/2015,Ed Sheeran / Foy Vance,Forest Hills Stadium,"Queens, NY"
295,Ed Sheeran,5/28/2015,X Tour,Forest Hills Stadium,"Queens, NY"
296,Ed Sheeran,5/28/2015,Ed Sheeran / Foy Vance,Forest Hills Stadium,"Queens, NY"
719,Ed Sheeran,9/13/2013,Taylor Swift / Ed Sheeran,PNC Arena,"Raleigh, NC"
720,Ed Sheeran,9/13/2013,Ed Sheeran / Taylor Swift,PNC Arena,"Raleigh, NC"
1777,Ed Sheeran,9/2/2017,Divide Tour,PNC Raleigh,"Raleigh, NC"
1778,Ed Sheeran,9/2/2017,Ed Sheeran / James Blunt,PNC Arena,"Raleigh, NC"
1297,Ed Sheeran,8/26/2011,Reading Festival 2011,Unknown venue,"Reading,"
1298,Ed Sheeran,8/26/2011,Reading Festival 2011,Unknown venue,"Reading,"
1321,Ed Sheeran,8/26/2011,Reading Festival 2011,Unknown venue,"Reading,"
1322,Ed Sheeran,8/26/2011,Reading Festival 2011,Unknown venue,"Reading,"
1296,Ed Sheeran,8/26/2011,Reading Festival 2011,"Little John's Farm, Richfield Avenue","Reading, United Kingdom"
1323,Ed Sheeran,8/26/2011,Reading Festival 2011,"Little John's Farm, Richfield Avenue","Reading, United Kingdom"
1326,Ed Sheeran,8/26/2011,Reading Festival 2011,"Little John's Farm, Richfield Avenue","Reading, United Kingdom"
1328,Ed Sheeran,7/22/2011,Redfest 2011,Robins Cook Farm,"Redhill, UK"
603,Ed Sheeran,6/12/2014,Icona Pop / Little Mix / Timeflies / Ed Sheeran / Amp Live / Austin Mahone,Meadow Brook Amphitheatre,"Rochester Hills, MI"
604,Ed Sheeran,6/12/2014,98.7 Amp Live,Meadow Brook Music Festival,"Rochester Hills, MI"
601,Ed Sheeran,6/12/2014,Amp Live 2014,Meadow Brook Music Festival,"Rochester, MI"
605,Ed Sheeran,6/12/2014,Austin Mahone / Little Mix / Ed Sheeran / Timeflies,Meadow Brook Music Festival,"Rochester, MI"
1761,Ed Sheeran,9/16/2017,Divide World Tour 2017,Allstate Arena,"Rosemont, IL"
1762,Ed Sheeran,9/16/2017,Ed Sheeran / James Blunt,Allstate Arena,"Rosemont, IL"
1763,Ed Sheeran,9/16/2017,Ed Sheeran,Allstate Arena,"Rosemont, IL"
654,Ed Sheeran,5/11/2014,Ed Sheeran / Austin Mahone / Hot Chelle Rae / The Chainsmokers / Kaylin and Myles,Placer County Fairgrounds,"Roseville, CA"
867,Ben Howard,6/25/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,"
868,Ben Howard,6/25/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,"
869,Ben Howard,6/25/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,"
872,Ben Howard,6/25/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,"
873,Ben Howard,6/25/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,"
874,Ben Howard,6/25/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,"
44,Ben Howard,7/5/2018,Rock Werchter 2018,Festivalpark Werchter,"Rotselaar, Belgium"
727,Ed Sheeran,8/27/2013,Taylor Swift / Ed Sheeran,Sleep Train Arena,"Sacramento, CA"
728,Ed Sheeran,8/27/2013,The Red Tour,Sleep Train Arena,"Sacramento, CA"
729,Ed Sheeran,8/27/2013,Ed Sheeran / Taylor Swift,Sleep Train Arena,"Sacramento, CA"
730,Ed Sheeran,8/27/2013,Taylor Swift / Ed Sheeran,Sleep Train Arena,"Sacramento, CA"
1958,Ed Sheeran,8/1/2017,Divide Tour,Golden 1 Center,"Sacramento, CA"
1959,Ed Sheeran,8/1/2017,Ed Sheeran / James Blunt,Golden 1 Center,"Sacramento, CA"
1960,Ed Sheeran,8/1/2017,Divide Tour,Golden 1 Center,"Sacramento, CA"
1961,Ed Sheeran,8/1/2017,Ed Sheeran / James Blunt,Golden 1 Center,"Sacramento, CA"
1962,Ed Sheeran,8/1/2017,Ed Sheeran,Golden 1 Center,"Sacramento, CA"
1963,Ed Sheeran,8/1/2017,Ed Sheeran,Golden 1 Center,"Sacramento, CA"
1428,Ben Howard,7/30/2014,Ben Howard / Nick Mulvey,Palais Theatre,"Saint Kilda, VIC"
1011,Ed Sheeran,7/6/2018,Ed Sheeran,Stade De France,"Saint-Denis,"
1278,Ed Sheeran,4/28/2012,Snow Patrol / Ed Sheeran,The Depot,"Salt Lake City, UT"
1788,Ed Sheeran,8/22/2017,Divide World Tour,ATT Center,"San Antonio, TX"
1789,Ed Sheeran,8/22/2017,Divide Tour,ATT Center,"San Antonio, TX"
100,Ed Sheeran,8/29/2015,1989 World Tour,Petco Park,"San Diego, CA"
232,Ed Sheeran,6/23/2015,Ed Sheeran,Pechanga Arena,"San Diego, CA"
238,Ed Sheeran,6/23/2015,Ed Sheeran / Rixton,Valley View Casino Center,"San Diego, CA"
1068,Ed Sheeran,2/12/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,Spreckels Theatre,"San Diego, CA"
1182,Ed Sheeran,10/2/2012,Ed Sheeran / Passenger / Selah Sue,House of Blues,"San Diego, CA"
1944,Ed Sheeran,8/6/2017,Divide Tour,Valley View Casino Center,"San Diego, CA"
1945,Ed Sheeran,8/6/2017,Ed Sheeran / James Blunt,Valley View Casino Center,"San Diego, CA"
1946,Ed Sheeran,8/6/2017,Ed Sheeran / James Blunt,Valley View Casino Center,"San Diego, CA"
1947,Ed Sheeran,8/6/2017,Ed Sheeran / James Blunt,Valley View Casino Center,"San Diego, CA"
461,Ed Sheeran,12/4/2014,Ed Sheeran / Train / Christina Perri,The Masonic,"San Francisco, CA"
462,Ed Sheeran,12/4/2014,Alice in Winterland,The Masonic,"San Francisco, CA"
463,Ed Sheeran,12/4/2014,Alice in Winterland,The Masonic,"San Francisco, CA"
464,Ed Sheeran,12/4/2014,Ed Sheeran / Train / Christina Perri,The Masonic,"San Francisco, CA"
465,Ed Sheeran,12/4/2014,Ed Sheeran,"Scottish Rite Cathedral Theatre, Masonic Temple","San Francisco, CA"
466,Ed Sheeran,12/4/2014,Ed Sheeran / Train / Christina Perri,The Masonic,"San Francisco, CA"
795,Ed Sheeran,6/23/2013,Alice Summerthing,"Sharon Meadow, Golden Gate Park","San Francisco, CA"
796,Ed Sheeran,6/23/2013,Summerthing,Golden Gate Park,"San Francisco, CA"
990,Ed Sheeran,8/21/2018,Ed Sheeran / Snow Patrol / Anne-Marie,AT&T Park,"San Francisco, CA"
991,Ed Sheeran,8/21/2018,Divide World Tour,ATT Park,"San Francisco, CA"
992,Ed Sheeran,8/21/2018,2018 North American Stadium Tour,AT&T Park,"San Francisco, CA"
1071,Ed Sheeran,2/8/2013,Ed Sheeran / Foy Vance / Rizzle Kicks,The Warfield,"San Francisco, CA"
1072,Ed Sheeran,2/8/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,The Warfield,"San Francisco, CA"
1073,Ed Sheeran,2/8/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,The Warfield,"San Francisco, CA"
1075,Ed Sheeran,2/8/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,The Warfield,"San Francisco, CA"
1185,Ed Sheeran,9/30/2012,Zen 2012 / Alanis Morissette / Matt Nathanson / Ed Sheeran / Phillip Phillips / Tristan Prettyman / Hedley,"Sharon Meadow, Golden Gate Park","San Francisco, CA"
1186,Ed Sheeran,9/30/2012,Alice's Now and Zen Fest 2012,Sharon Meadow @ Golden Gate Park,"San Francisco, CA"
1187,Ed Sheeran,9/30/2012,Zen 2012 / Alanis Morissette / Matt Nathanson / Ed Sheeran / Phillip Phillips / Tristan Prettyman / Hedley,"Sharon Meadow, Golden Gate Park","San Francisco, CA"
1421,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
1422,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
1423,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
1424,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
1425,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
1426,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
1427,Ben Howard,8/8/2014,Outside Lands Music & Arts Festival 2014,Golden Gate Park,"San Francisco, CA"
524,Ed Sheeran,8/26/2014,Ed Sheeran,SAP Center at San Jose,"San Jose, CA"
525,Ed Sheeran,8/26/2014,X tour,SAP Center,"San Jose, CA"
526,Ed Sheeran,8/26/2014,x Tour,SAP Center,"San Jose, CA"
527,Ed Sheeran,8/26/2014,Ed Sheeran / Rudimental,SAP Center,"San Jose, CA"
528,Ed Sheeran,8/26/2014,X Tour,SAP Center,"San Jose, CA"
529,Ed Sheeran,8/26/2014,Ed Sheeran Multiply Tour,SAP Center at San Jose,"San Jose, CA"
530,Ed Sheeran,8/26/2014,Ed Sheeran,SAP Center at San Jose,"San Jose, CA"
531,Ed Sheeran,8/26/2014,Ed Sheeran,SAP Center at San Jose,"San Jose, CA"
1074,Ed Sheeran,2/8/2013,Mix 106.5 Mixer,Los Gatos Brewery,"San Jose, CA"
1623,Ed Sheeran,12/2/2017,Poptopia,SAP Center,"San Jose, CA"
1624,Ed Sheeran,12/2/2017,Poptopia,SAP Center at San Jose,"San Jose, CA"
1625,Ed Sheeran,12/2/2017,Fifth Harmony / Ed Sheeran / Dua Lipa / Logic / The Chainsmokers / Niall Horan,SAP Center at San Jose,"San Jose, CA"
1626,Ed Sheeran,12/2/2017,Poptopia,SAP Center,"San Jose, CA"
1627,Ed Sheeran,12/2/2017,Ed Sheeran / Logic / The Chainsmokers / Fifth Harmony / Dua Lipa / Niall Horan,SAP Center at San Jose,"San Jose, CA"
146,Ed Sheeran,2/14/2019,Ed Sheeran,Allianz Parque,"S?o Paulo,"
2102,Ed Sheeran,5/28/2017,Ed Sheeran,Allianz arena,"S?o Paulo, SP"
584,Ed Sheeran,6/20/2014,Hurricane 2014,Hurricane,"Scheessel, Germany"
1261,Ed Sheeran,6/22/2012,Hurricane Festival 2012,Eichenring,"Scheessel, Germany"
1697,Ben Howard,6/21/2013,Hurricane Festival 2013,Eichenring,"Scheessel, Germany"
988,Ed Sheeran,8/25/2018,Ed Sheeran,CenturyLink Field,Seattle WA
14,Ben Howard,9/21/2018,Ben Howard,Paramount Theatre,"Seattle, WA"
533,Ed Sheeran,8/21/2014,Ed Sheeran,WAMU Theater,"Seattle, WA"
534,Ed Sheeran,8/21/2014,Ed Sheeran,WAMU Theater,"Seattle, WA"
989,Ed Sheeran,8/25/2018,Ed Sheeran / Snow Patrol / Anne-Marie,CenturyLink Field,"Seattle, WA"
1119,Ed Sheeran,12/16/2012,Calvin Harris / Afrojack / 3OH!3 / Cher Lloyd / Ed Sheeran / Owl City / Alex Clare,WAMU Theater,"Seattle, WA"
1158,Ed Sheeran,10/6/2012,Ed Sheeran / Passenger / Selah Sue,Showbox SoDo,"Seattle, WA"
1159,Ed Sheeran,10/6/2012,Ed Sheeran / Passenger / Selah Sue,Showbox SoDo,"Seattle, WA"
1329,Ed Sheeran,6/22/2011,Glastonbury Festival 2011,Unknown venue,"Shepton Mallet,"
143,Ed Sheeran,4/26/2019,Ed Sheeran Divide World Tour 2019,Singapore National Stadium,Singapore
455,Ed Sheeran,3/14/2015,Ed Sheeran,The Star Theatre,Singapore
1008,Ed Sheeran,7/14/2018,Ed Sheeran,Friends Arena,"Solna,"
2024,Ed Sheeran,7/13/2016,Latitude Festival 2016,Henham Park,"Southwold, UK"
1225,Ed Sheeran,8/3/2012,Ed Sheeran / Georgi Kay,Palais Theatre,"St Kilda, VIC"
73,Ed Sheeran,9/15/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Xcel Energy Center,"St Paul, MN"
74,Ed Sheeran,9/15/2015,X Tour,Xcel Energy Center,"St Paul, MN"
1144,Ed Sheeran,12/4/2012,KDWB Jingle Ball 2012,Xcel Energy Center,"St Paul, MN"
2082,Ed Sheeran,7/1/2017,Divide Tour,Xcel Energy Center,"St Paul, MN"
2083,Ed Sheeran,7/1/2017,Divide Tour,Xcel Energy Center,"St Paul, MN"
2084,Ed Sheeran,7/1/2017,Ed Sheeran,Xcel Energy Center,"St Paul, MN"
2189,Ed Sheeran,9/15/2015,X Tour,Xcel Energy Center,"St Paul, MN"
2191,Ed Sheeran,9/15/2015,Ed Sheeran,Xcel Energy Center,"St Paul, MN"
2192,Ed Sheeran,9/15/2015,Multiply Tour,Xcel Energy Center,"St Paul, MN"
1286,Ed Sheeran,3/31/2012,Snow Patrol / Ed Sheeran,Jannus Live,"St Petersburg, FL"
1226,Ed Sheeran,8/3/2012,Ed Sheeran / Georgi Kay,Palais Theatre,"St. Kilda, VIC"
316,Ed Sheeran,5/10/2015,Ed Sheeran / Hanson,Scottrade Center,"St. Louis, MO"
317,Ed Sheeran,5/10/2015,The x Tour,Scottrade Center,"St. Louis, MO"
975,Ed Sheeran,9/6/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Busch Stadium,"St. Louis, MO"
976,Ed Sheeran,9/6/2018,Divide Tour,Busch Stadium,"St. Louis, MO"
1049,Ed Sheeran,3/18/2013,Taylor Swift / Ed Sheeran / Brett Eldredge,Scott Trade Center,"St. Louis, MO"
1076,Ed Sheeran,2/2/2013,Ed Sheeran / Rizzle Kicks,The Pageant,"St. Louis, MO"
1077,Ed Sheeran,2/2/2013,Ed Sheeran / Rizzle Kicks,The Pageant,"St. Louis, MO"
721,Ed Sheeran,9/7/2013,Ed Sheeran / Taylor Swift,Xcel Energy Center,"St. Paul, MN"
722,Ed Sheeran,9/7/2013,The RED Tour,Xcel Energy Center,"St. Paul, MN"
723,Ed Sheeran,9/7/2013,Taylor Swift / Ed Sheeran,Xcel Energy Center,"St. Paul, MN"
1140,Ed Sheeran,12/5/2012,KDWB Jingle Ball,Xcel Energy Center,"St. Paul, MN"
1142,Ed Sheeran,12/4/2012,KDWB Jingle Ball 2012,Xcel Energy Center,"St. Paul, MN"
1143,Ed Sheeran,12/4/2012,101.3 KDWB Jingle Ball 2012,Excel Energy Center,"St. Paul, MN"
2080,Ed Sheeran,7/1/2017,Ed Sheeran / James Blunt,Xcel Energy Center,"St. Paul, MN"
2081,Ed Sheeran,7/1/2017,Ed Sheeran / James Blunt,Xcel Energy Center,"St. Paul, MN"
2190,Ed Sheeran,9/15/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Xcel Energy Center,"St. Paul, MN"
2193,Ed Sheeran,9/15/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Xcel Energy Center,"St. Paul, MN"
1223,Ed Sheeran,8/16/2012,FM4 Frequency Festival,Green Park St. Pîlten,"St. Pîlten, Lower Austria"
535,Ed Sheeran,8/17/2014,V Festival 2014,Weston Park,Staffordshire
536,Ed Sheeran,8/16/2014,V Festival,Weston Park,"Staffordshire, UK"
1844,Ben Howard,8/19/2012,V Festival,Weston Park,"Staffordshire, UK"
1220,Ed Sheeran,8/19/2012,V Festival,Weston Park,"Staffordshire, United Kingdom"
48,Ben Howard,6/4/2018,Ben Howard,Cirkus,"Stockholm,"
355,Ed Sheeran,11/12/2014,Ed Sheeran / Jamie Lawson,Ericsson Globe Arena,"Stockholm,"
353,Ed Sheeran,11/12/2014,Ed Sheeran,Ericsson Globe Arena,"Stockholm, Sweden"
354,Ed Sheeran,11/12/2014,Ed Sheeran / Jamie Lawson / Saint Raymond,Ericsson Globe Arena,"Stockholm, Sweden"
1009,Ed Sheeran,7/14/2018,Ed Sheeran / Anne-Marie,Friends Arena,"Stockholm, Sweden"
1010,Ed Sheeran,7/14/2018,Ed Sheeran / Anne Marie,Friends Arena,"Stockholm, Sweden"
2011,Ed Sheeran,3/30/2017,Ed Sheeran / Anne-Marie,Ericsson Globe Arena,"Stockholm, Sweden"
2012,Ed Sheeran,3/30/2017,Ed Sheeran,Ericsson Globe Arena,"Stockholm, Sweden"
2023,Ed Sheeran,7/14/2016,Latitude 2016,Henham Park,"Suffolk, UK"
1128,Ed Sheeran,12/8/2012,Flo Rida / Enrique Iglesias / Kesha / Megan & Liz / Neon Trees / Afrojack / OneRepublic / Ed Sheeran / Karmin / Cher Lloyd / PSY / Zedd / Fun. / Austin Mahone,BB&T Center,"Sunrise, FL"
1129,Ed Sheeran,12/8/2012,Y100 Jingle Ball Village,BB&T Center,"Sunrise, FL"
1130,Ed Sheeran,12/8/2012,Flo Rida / Enrique Iglesias / Kesha / Megan & Liz / Neon Trees / Afrojack / OneRepublic / Ed Sheeran / Karmin / Cher Lloyd / PSY / Zedd / Fun. / Austin Mahone,BB&T Center,"Sunrise, FL"
1131,Ed Sheeran,12/8/2012,Flo Rida / Enrique Iglesias / Kesha / Megan & Liz / Neon Trees / Afrojack / OneRepublic / Ed Sheeran / Karmin / Cher Lloyd / PSY / Zedd / Fun. / Austin Mahone,BB&T Center,"Sunrise, FL"
453,Ed Sheeran,3/17/2015,Ed Sheeran,,Sydney NSW
1497,Ed Sheeran,3/15/2018,Ed Sheeran,ANZ Stadium,Sydney Olympic Park
439,Ed Sheeran,3/26/2015,x Tour,Qantas Credit Union Arena,"Sydney, NSW"
443,Ed Sheeran,3/25/2015,Ed Sheeran,Sydney Entertainment Centre,"Sydney, NSW"
448,Ed Sheeran,3/24/2015,Ed Sheeran,Qantas Credit Union Arena,"Sydney, NSW"
1059,Ed Sheeran,3/1/2013,Ed Sheeran,Sydney Entertainment Centre,"Sydney, NSW"
1391,Ben Howard,5/30/2015,Ben Howard,Hordern Pavilion,"Sydney, NSW"
1488,Ed Sheeran,3/17/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1489,Ed Sheeran,3/16/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1491,Ed Sheeran,3/16/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1492,Ed Sheeran,3/16/2018,Division World Tour,ANZ Stadium,"Sydney, NSW"
1493,Ed Sheeran,3/16/2018,Divide Tour,ANZ Stadium,"Sydney, NSW"
1494,Ed Sheeran,3/16/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1495,Ed Sheeran,3/16/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1496,Ed Sheeran,3/15/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1499,Ed Sheeran,3/15/2018,ˆ World Tour,ANZ Stadium,"Sydney, NSW"
1500,Ed Sheeran,3/15/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW"
1715,Ben Howard,4/2/2013,Ben Howard,Metro Theatre,"Sydney, NSW"
2026,Ed Sheeran,12/9/2015,Ed Sheeran,Allianz Stadium (at Moore Park),"Sydney, NSW"
2027,Ed Sheeran,12/9/2015,Ed Sheeran,Allianz Stadium (at Moore Park),"Sydney, NSW"
2028,Ed Sheeran,12/9/2015,Ed Sheeran,Allianz Stadium (at Moore Park),"Sydney, NSW"
2029,Ed Sheeran,12/9/2015,Ed Sheeran / Foy Vance / Passenger / Rudimental,Allianz Stadium,"Sydney, NSW"
2030,Ed Sheeran,12/9/2015,Ed Sheeran,Allianz Stadium (at Moore Park),"Sydney, NSW"
1498,Ed Sheeran,3/15/2018,Ed Sheeran,ANZ Stadium,"Sydney, NSW, Australia"
724,Ed Sheeran,8/31/2013,The Red Tour,Tacoma Dome,"Tacoma, WA"
725,Ed Sheeran,8/31/2013,Taylor Swift / Ed Sheeran,Tacoma Dome,"Tacoma, WA"
726,Ed Sheeran,8/31/2013,Taylor Swift / Ed Sheeran,Tacoma Dome,"Tacoma, WA"
1969,Ed Sheeran,7/29/2017,Ed Sheeran / James Blunt,Tacoma Dome,"Tacoma, WA"
1970,Ed Sheeran,7/29/2017,Ed Sheeran / James Blunt,Tacoma Dome,"Tacoma, WA"
80,Ed Sheeran,9/10/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Amalie Arena,"Tampa, FL"
81,Ed Sheeran,9/10/2015,Ed Sheeran,St. Pete Times Forum,"Tampa, FL"
82,Ed Sheeran,9/10/2015,Ed Sheeran / Christina Perri / Jamie Lawson,St. Pete Times Forum,"Tampa, FL"
83,Ed Sheeran,9/10/2015,X Tour,St. Pete Times Forum,"Tampa, FL"
84,Ed Sheeran,9/10/2015,Multiply Tour,St. Pete Times Forum,"Tampa, FL"
149,Ed Sheeran,11/7/2018,Divide World Tour,Raymond James Stadium,"Tampa, FL"
150,Ed Sheeran,11/7/2018,Ed Sheeran,Raymond James Stadium,"Tampa, FL"
152,Ed Sheeran,11/7/2018,2018 North American Stadium Tour,Raymond James Stadium,"Tampa, FL"
153,Ed Sheeran,11/7/2018,Ed Sheeran / Snow Patrol / Lauv,Raymond James Stadium,"Tampa, FL"
934,Ed Sheeran,4/20/2013,Taylor Swift / Ed Sheeran,St. Pete Times Forum,"Tampa, FL"
935,Ed Sheeran,4/20/2013,The RED Tour,St. Pete Times Forum,"Tampa, FL"
1124,Ed Sheeran,12/9/2012,Justin Bieber / Ke$ha / OneRepublic / Sean Kingston / Ed Sheeran / The Ready Set / Bridgit Mendler / Austin Mahone / PSY / Walk the Moon,St. Pete Times Forum,"Tampa, FL"
1125,Ed Sheeran,12/9/2012,Justin Bieber / Kesha / OneRepublic / Sean Kingston / Ed Sheeran / The Ready Set / Bridgit Mendler / Austin Mahone / Walk the Moon / PSY,Amalie Arena,"Tampa, FL"
1126,Ed Sheeran,12/9/2012,933 FLZ's Jingle Ball,St. Pete Times Forum,"Tampa, FL"
1127,Ed Sheeran,12/9/2012,Jingle Ball,Tampa Bay Times Forum,"Tampa, FL"
1783,Ed Sheeran,8/29/2017,Ed Sheeran / James Blunt,Amalie Arena,"Tampa, FL"
1784,Ed Sheeran,8/29/2017,Divide Tour,Amalie Arena,"Tampa, FL"
1785,Ed Sheeran,8/29/2017,ˆ Tour,Amalie Arena,"Tampa, FL"
148,Ed Sheeran,11/7/2018,Divide World Tour,Raymon James Stadium,"Tampa, Florida"
151,Ed Sheeran,11/7/2018,Ed Sheeran,Raymon James Stadium,"Tampa, Florida"
1250,Ed Sheeran,7/12/2012,Ed Sheeran / Kal Lavelle / Newrising,"High Lodge, Thetford Forest",Thetford
45,Ben Howard,7/4/2018,Rock Werchter 2018,Werchterpark,"Torhout, BE"
240,Ed Sheeran,6/21/2015,MMVA's,Queen St.,"Toronto, ON"
256,Ed Sheeran,6/6/2015,x,Air Canada Centre,"Toronto, ON"
257,Ed Sheeran,6/5/2015,Ed Sheeran,Air Canada Centre,"Toronto, ON"
388,Ed Sheeran,9/18/2014,X Tour,Air Canada Centre,"Toronto, ON"
