Comment Split,Category,TempF,TempC,Comment,Tweet Id,Created At
race,Water,73,22.8,"Race won by Eric, again! Does the Handicapper need some help?",495494653576507392,02/08/2014 09:01:45
james,Water,72,22.2,James Stuart and Nick made a quick stop in France. Biscuits from Alice,496938430518263808,06/08/2014 08:38:49
swim,Water,71,21.7,Swim swim swim equals short version of long story about three swimmers,497320866825641984,07/08/2014 09:58:29
georges,Water,71,21.7,George\'s girls on their way as Is Boris. Good luck to them all,497666345895739392,08/08/2014 08:51:17
georges,Water,72,22.2,"George\'s girls made it yesterday and Nick, Stuart and James earlier in the week",498029840130662401,09/08/2014 08:55:41
andrew,Water,66,18.9,Andrew Fuller\'s medley was the usual swimming challenge,500934910501474304,17/08/2014 09:19:24
todays,Water,65,18.3,Today\'s conversation was about women losing their iPhone down the toilet,500935353029885952,17/08/2014 09:21:09
interesting,Water,62,16.7,Interesting article in yesterday\'s Wall Street Journal about swimming and sex,502011585582620674,20/08/2014 08:37:43
delicious,Water,62,16.7,Delicious Lime and Lavendar cake from Sam M.Can we have some more please,502381643722928129,21/08/2014 09:08:12
heroic,Water,61,16.1,"Heroic Dani the Wolf swims to France, supported by G,N,S,H, on the boat",502545227467735040,21/08/2014 19:58:13
youngsters,Water,62,16.7,Youngsters dominate the race: Jessica 1st with William and Feliicity runners up,503097274776707074,23/08/2014 08:31:52
compliments,Water,62,16.7,Compliments paid about my Tweets. Good reception for Ingrid\'s new mug designs,503833971474841600,25/08/2014 09:19:14
captain,Water,62,16.7,Captain Sarah Legrand was congratulated on her University Challenge win,504189166578839553,26/08/2014 08:50:39
president,Water,62,16.7,President Norm returned from France and talked about sailing,504540724172693504,27/08/2014 08:07:37
please,Water,63,17.2,"Please remember to keep the door closed, keeps the changing room so cosy",505305500041621504,29/08/2014 10:46:33
george,Water,63,17.2,"George Brutton cup won by me, excellent handicapping.Thank you Dani",505648006352617472,30/08/2014 09:27:33
celebratory,Water,63,17.2,"Celebratory Dover swim with Dani, George, Mrs George, Sarah W",506313915408867328,01/09/2014 05:33:38
ted,Water,63,17.2,"Ted wardened, lots of swimmers back from holiday, I made tea for the masses",506356106307076096,01/09/2014 08:21:18
nothing,Water,64,17.8,Nothing daunts the intrepid. Im sailing to France so no Tweets till Wednesday,507083696776941568,03/09/2014 08:32:29
nice,Water,65,18.3,Nice to be back on such a glorious sunny day. More chat than swimming,509633416770625536,10/09/2014 09:24:09
radiators,Water,64,17.8,Radiators on from 6-8am so please make sure the door is kept shut,510427795374477314,12/09/2014 14:00:44
150th,Water,64,17.8,150th anniversary photo and outstanding turnout for all Clothes Race,510721811034943489,13/09/2014 09:29:03
bye,Water,14.4,,Bye Bye Mark and Krystie some of us will greatly miss you  Good party last night,511060635321634816,14/09/2014 07:55:25
frances,Water,63,17.2,Frances and Boris had a medical chat while I chatted with (Belgian) Charles,511452538236063744,15/09/2014 09:52:42
george,Water,64,17.8,"George, Dart swimmer showed off his medal, Bill Deeley and I talked club finance",511789931501723648,16/09/2014 08:13:22
general,Water,65,18.3,General consensus about the joy of open water swimming. President Norm agreed,512157011187101696,17/09/2014 08:32:01
rob,Water,64,17.8,Rob thanked me for making him tea but his butterfly needs some improvement,512535993673871360,18/09/2014 09:37:58
scots,Water,65,18.3,Scots vote No. Serpers welcome their Scottish compatriots. Rosie gave me a hug,512870919807991808,19/09/2014 07:48:50
final,Water,66,18.9,Final swim by Mark and Kristie before they fly to Aus on Tuesday. Bye Bye,513248613414473729,20/09/2014 08:49:39
butterfly,Water,62,16.7,"Butterfly seems to be the \""in\"" stroke, 4 people did it today. Who\'s next?",514329739000295424,23/09/2014 08:25:40
john,Water,63,17.2,John Tierney asked me about my antecedents. Peter Impey talked sailing,514686419491880961,24/09/2014 08:02:59
leanne,Water,61,16.1,"Leanne has got engaged, So congratulations from all your potential patients!!",515050905759399936,25/09/2014 08:11:19
2,Water,62,16.7,"2 swiimmers swam 1 mile butterfly. Kevin is progressing, Rob was rather pathetic",515416071097290752,26/09/2014 08:22:21
birthdays,Water,64,17.8,Birthdays for John Luckhurst and Bee Heller plus scones and cake. Delicious,516866841957134336,30/09/2014 08:27:12
jan,Water,64,17.8,"Jan won the race, Mike Olizar made a speech. Lots of cake and biscuits",518329865356210176,04/10/2014 09:20:44
robert,Water,60,15.6,Robert swam some butterfly Ted swam crawl Rory and Sarah got cold,519047021496639488,06/10/2014 08:50:28
temps,Water,58,14.4,Temps guessed today as I am at an Old School reunion,519776456558129152,08/10/2014 09:08:58
fabik,Water,57,13.9,"Fabik, please come back. Eric won yet again, Everyone else was 2nd",520887416287424512,11/10/2014 10:43:32
oh,Water,56,13.3,"Oh dear me, My thought process has temporarily dried up but my voice hasn\'t",521939484334899200,14/10/2014 08:24:04
flora,Water,56,13.3,Flora made Rob laugh and she completely nonplussed your esteemed Tweeter,522306565395972096,15/10/2014 08:42:43
welcome,Water,57,13.9,Welcome back Alix after stunning US book tour now for the UK launch. Good Luck,522675452671164416,16/10/2014 09:08:33
rosie,Water,57,13.9,Rosie Temple made me an offer I can\'t refuse for next Tuesday,523031859404361728,17/10/2014 08:44:47
cyril,Water,59,15,Cyril and Yvonne watched some very competitive racing won by Alice,523402951579422720,18/10/2014 09:19:22
andrea,Water,59,15,"Andrea, Robert and Volker interviewed about German attitudes to Britain",523780914992926720,19/10/2014 10:21:16
apologies,Water,56,13.3,Apologies for my absence yesterday Henry and I went for a fantastic sail,525568353512194048,24/10/2014 08:43:54
55,Water,55,12.8,"55 yard winter series buoys in place, grateful thanks to Rod for his help",526674155891335168,27/10/2014 09:57:58
its,Water,55,12.8,"It\'s not my fault that the temperature is not going down, blame somebody else",527028282345390080,28/10/2014 09:25:08
smiles,Water,54,12.2,Smiles as Neil Drinkwater arrived with his leopard skin shoes,528118313675538433,31/10/2014 09:36:32
roberts,Water,55,12.8,"Robert\'s butterfly is improving, John Luckhurst made Nathalie laugh",529206532215685120,03/11/2014 09:40:44
lots,Water,51,10.6,Lots of swimmers all trying to qualify for some event or other.Water polo tonite,531034624416550912,08/11/2014 10:44:55
rod,Water,49,,Rod did the temp. Will (which one?) brought some iced buns. Why not warm ones?,534670116685086720,18/11/2014 11:31:04
jo,Water,50,10,"Jo Ashton took the temp Emily, Robert, Mary and Frances were filming on Optimist",536632476639432704,23/11/2014 21:28:47
balmy,Water,45,,Balmy weather Rosy only had one drink last night but it was in a 2 pint glass,545877138004791296,19/12/2014 09:43:46
spring,Water,51,10.6,Spring is here the sun is out the swans getting very horny 7 goslings already,585372030276673536,07/04/2015 09:22:22
white,Water,54,12.2,"White buoys out for cleaning, new members joining Great wardening from Ros",586449176075964416,10/04/2015 08:42:33
apparently,Water,55,12.8,Apparently I don\'t mention girls enough so HELLO ALL YOU LOVELY GIRLS,586818600733908992,11/04/2015 09:10:31
sams,Water,57,13.9,Sam\'s celebratory swim with delicious cakes and lots of noise,591521241456074752,24/04/2015 08:37:08
apparently,Water,58,14.4,Apparently the dehumidifier died and the lovely Laura smelt it in time,595674801492107264,05/05/2015 19:41:54
shalils,Water,56,13.3,"Shalil\'s birthday. 3 cakes plus biscuits, aren\'t we spoiled",596240787362426882,07/05/2015 09:10:55
terrific,Water,57,13.9,Terrific biscuit selection so many that they were not all eaten,596590999134203904,08/05/2015 08:22:32
im,Water,58,14.4,I\'m not sure whether I prefer sailing or swimming. Your thoughts please,597331646728249344,10/05/2015 09:25:37
cath,Water,60,15.6,Cath said she preferred swimming because she has no boat,598107114108751872,12/05/2015 12:47:02
poor,Water,59,15,Poor Sam Mould only managed 2 hours butterfly. the others did 1 minute more,599130046092181504,15/05/2015 08:31:48
media,Water,58,14.4,Media whore status reclaimed My Mum and I got two mentions on BBC radio 3 today,599130438070870017,15/05/2015 08:33:22
matthew,Water,59,15,Matthew and Gorge skinnydipped. Henry didn\'t so he got debagged. But where?,600227994712563712,18/05/2015 09:14:40
bleak,Water,60,15.6,Bleak Swimming. A new novel by Robin Hunter. Details on request,600254478122676224,18/05/2015 10:59:54
apologies,Water,56,13.3,Apologies for no tweet yesterday Today\'s Wednesday race won by Sir Edward Leigh,600953346774724608,20/05/2015 09:16:57
apparently,Water,58,14.4,Apparently Nathalie paid a compliment to John L about a part of his body,601382858113077248,21/05/2015 13:43:41
apparently,Water,58,14.4,Apparently Nathalie paid a compliment to John L about a part of his body,601667194829873152,22/05/2015 08:33:32
bill,Water,61,16.1,Bill Phipps race won by Eliza Bills\' father was ambassador to Hitler\'s Germany,602406998752272384,24/05/2015 09:33:15
ron,Water,62,16.7,"Ron won the Wednesday race, Kevin was 2nd Mould gave me a smile",603475177817645056,27/05/2015 08:17:49
bleak,Water,59,15,Bleak weather did not deter determined Serpers from doing what they love - swim,605658696505561088,02/06/2015 08:54:20
george,Water,60,15.6,George and I are on our way to France,607833685728096257,08/06/2015 08:56:58
delicious,Water,64,17.8,Delicious swim in the Loire while Serpers got bitten in the Serps,607834081838170112,08/06/2015 08:58:32
george,Water,62,16.7,George and I still enjoying the strong current but balmy waters of the Loire,607834490141044736,08/06/2015 09:00:10
thanks,Water,63,17.2,Thanks to somebody for doing the temperature  while I was away,607834722400653312,08/06/2015 09:01:05
oh,Water,64,17.8,Oh what joy to be back in the Serps now that the algae are flourishing,607835016052244480,08/06/2015 09:02:15
egg,Water,60,15.6,Egg for breakfast from Sam who wore some interesting clothes for her swim,608197601192771584,09/06/2015 09:03:02
wednesday,Water,60,15.6,Wednesday race won by one of our esteemed Knights. More eggs from Mould,608551263127674880,10/06/2015 08:28:22
please,Water,61,16.1,Please note repaired and repainted 300 yard buoy currently hanging in the toilet,610364321537871872,15/06/2015 08:32:48
jos,Water,65,18.3,"Jo\'s birthday. Gemma Cselko, Rupert W and john Luckhurst off to Belmarsh prison",610729647094022144,16/06/2015 08:44:29
huge,Water,65,18.3,"Huge thanks to Tony Schieman for repairing the mug holder, appreciated by all",611087053246349312,17/06/2015 08:24:41
john,Water,66,18.9,John Luckhurst wins the 1 miles race closely followed by the lovely Ange,612900583306076161,22/06/2015 08:31:00
wardens,Water,65,18.3,Wardens Ros and Jane made each other tea but did not say thank you to each other,612900814257016832,22/06/2015 08:31:55
american,Water,65,18.3,American Don scored an excellent point off your not so honourable Tweeter,613265445848772608,23/06/2015 08:40:50
poor,Water,65,18.3,Poor turnout for Wednesday race won by Mary but  66 in last night Thames swim,613622037207191552,24/06/2015 08:17:48
graham,Water,71,21.7,Graham was ordained 25 years ago today. Mary won the race.,616160532123533313,01/07/2015 08:24:53
octavia,Water,75,23.9,Octavia swam 3.4k and then 200 backstroke to cool down. Well done,616530387335036928,02/07/2015 08:54:33
george,Water,71,21.7,George brought his work team along for some fun(ds) raising,616885603469275136,03/07/2015 08:26:03
nick,Water,72,22.2,Nick won the Club Championship series with Alan Luckhurst 2nd many others behind,617696784840818692,05/07/2015 14:09:24
usual,Water,70,21.1,Usual quiet Monday and some body kind had washed up all the mugs,617971283368742912,06/07/2015 08:20:09
diana,Water,69,20.6,Diana memorial fountain is a water feature but all the grass is dry What a shame,618702839058157568,08/07/2015 08:47:06
presidents,Water,69,20.6,President\'s team aborts. Goes to show that a Channel swim is a real toughie,619444221905371136,10/07/2015 09:53:05
bridge,Water,71,21.7,Bridge tio Bridge won by James Norton swimming butterfly. Other flyers flew,619833257576767488,11/07/2015 11:38:59
laure,Water,68,20,Laure Latham is in charge of the Daily Tweet for the next 2 weeks. Bonne chance,620874915722469376,14/07/2015 08:38:09
ron,Water,68,20,"Ron disqualified 4 winning, Robert wins instead. Pretty fly for a rainy day.",621260825915957248,15/07/2015 10:11:38
tbt,Water,73.4,23,#TBT All the way to Ancient Greece http://t.co/IgD25Wxflv SEERiously!,621620310828257280,16/07/2015 10:00:05
david,Water,68.9,20.5,David quietly borrowed Serps water for his secret frog farm.,621973205629186048,17/07/2015 09:22:22
cherries,Water,68,20,Cherries from Jenny\'s garden &amp; a doggy-paddle swim http://t.co/qwBfDWT9Rb,623425282079367168,21/07/2015 09:32:24
race,Water,69.8,21,Race report! Ron is victimized (again). He comes 1st but George wins.,623772704685051904,22/07/2015 08:32:56
jo,Water,68,20,"Jo &amp; George hold an office \""aqua-meeting\"" B4 eating Flora\'s praline nut cake.",624146043781914624,23/07/2015 09:16:27
congratulations,Water,64.4,18,"Congratulations, Flora Spencer, winner of the Peter Saunders Race!",625032918914760708,25/07/2015 20:00:35
wet,Water,66.2,19,Wet day at the Serpentine. Happy duckies all around.,625303084282028032,26/07/2015 13:54:07
robin,Water,65,18.3,Robin back on Tweet duty. Huge thanks to Laure for such good work in my absence,625592518114168832,27/07/2015 09:04:13
flora,Water,64,17.8,Flora gave me some money for a service rendered. Octavia swam a fast  butterfly,625944488851185664,28/07/2015 08:22:50
anisa,Water,63,17.2,Anisa is sorry that I cannot keep it up. Shelley Anne wore some snazzy jodphurs,626326370147241984,29/07/2015 09:40:17
huge,Water,67,19.4,Huge thank you to Jeremy/Ingrid for a fantastic River Nene swim event yesterday,628123836232429568,03/08/2015 08:42:47
hannah,Water,66,18.9,Hannah from Newsnight was filming some serious weekday swimmers,628492941770780672,04/08/2015 09:09:28
temps,Water,66,18.9,Temps taken by Ted as I am sailing with Rod,629208750579171328,06/08/2015 08:33:50
flora,Water,65,18.3,Flora says the tea bags are smelly. Bee agrees. Sam made some cake,629208992095596544,06/08/2015 08:34:48
champagne,Water,64,17.8,Champagne and cakes to wish Bee bon voyage in the Rockies. Have fun Bee!,629573134920884224,07/08/2015 08:41:46
cath,Water,64,17.8,Cath Cselko wins medley race. Nick is on his way to France. Flyers go tomorrow,629946640523247616,08/08/2015 09:25:57
please,Water,69,20.6,Please make sure that you continue to btring in cakes/biscuits.,631392754917113856,12/08/2015 09:12:18
volker,Water,67,19.4,Volker makes France in 18 hours. No doubt a bit muede as they say in german,633192660887539712,17/08/2015 08:24:29
brownies,Water,65,18.3,Brownies from Isobel cakes from Sam tea from Octavia laughter from JeanLuc,636088609351835648,25/08/2015 08:11:57
tony,Water,65,18.3,Tony and his team doing a great job to keep the changing room clean and tidy,636835840212254720,27/08/2015 09:41:10
